,LLOC,MATH-1405,MATH-1421
src/main/java/org/apache/commons/math4/geometry/euclidean/threed/Vector3DFormat.java,57,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/Cartesian2D.java,228,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/DiskGenerator.java,56,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/Euclidean2D.java,26,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/Line.java,267,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/NestedLoops.java,94,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/PolygonsSet.java,590,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/Segment.java,39,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/SubLine.java,100,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/Vector2D.java,6,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/Vector2DFormat.java,57,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/oned/Arc.java,55,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/oned/ArcsSet.java,502,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/oned/LimitAngle.java,51,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/oned/S1Point.java,63,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/oned/Sphere1D.java,33,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/oned/SubLimitAngle.java,30,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/twod/Circle.java,136,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/twod/Edge.java,96,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/twod/EdgesBuilder.java,97,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/twod/PropertiesComputer.java,86,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/twod/S2Point.java,93,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/twod/Sphere2D.java,26,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/twod/SphericalPolygonsSet.java,253,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/twod/SubCircle.java,36,0,0
src/main/java/org/apache/commons/math4/geometry/spherical/twod/Vertex.java,45,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/hull/AbstractConvexHullGenerator2D.java,43,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/hull/AklToussaintHeuristic.java,75,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/hull/ConvexHull2D.java,101,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/hull/ConvexHullGenerator2D.java,11,0,0
src/main/java/org/apache/commons/math4/geometry/euclidean/twod/hull/MonotoneChain.java,94,0,0
src/main/java/org/apache/commons/math4/ml/clustering/evaluation/ClusterEvaluator.java,45,0,0
src/main/java/org/apache/commons/math4/ml/clustering/evaluation/SumOfClusterVariances.java,26,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/oned/NeuronString.java,99,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/sofm/KohonenTrainingTask.java,21,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/sofm/KohonenUpdateAction.java,91,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/sofm/LearningFactorFunction.java,4,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/sofm/LearningFactorFunctionFactory.java,39,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/sofm/NeighbourhoodSizeFunction.java,4,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/sofm/NeighbourhoodSizeFunctionFactory.java,31,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/twod/NeuronSquareMesh2D.java,357,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/sofm/util/ExponentialDecayFunction.java,29,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/sofm/util/QuasiSigmoidDecayFunction.java,33,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/twod/util/HitHistogram.java,39,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/twod/util/LocationFinder.java,40,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/twod/util/MapDataVisualization.java,6,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/twod/util/MapVisualization.java,5,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/twod/util/QuantizationError.java,37,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/twod/util/SmoothedDataHistogram.java,45,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/twod/util/TopographicErrorHistogram.java,45,0,0
src/main/java/org/apache/commons/math4/ml/neuralnet/twod/util/UnifiedDistanceMatrix.java,104,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/GoalType.java,6,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/GradientMultivariateOptimizer.java,31,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/LeastSquaresConverter.java,66,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/LineSearch.java,52,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/MultiStartMultivariateOptimizer.java,53,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/MultivariateFunctionMappingAdapter.java,120,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/MultivariateFunctionPenaltyAdapter.java,58,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/MultivariateOptimizer.java,41,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/ObjectiveFunction.java,12,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/ObjectiveFunctionGradient.java,12,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/gradient/NonLinearConjugateGradientOptimizer.java,147,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/gradient/Preconditioner.java,4,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/noderiv/AbstractSimplex.java,157,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/noderiv/BOBYQAOptimizer.java,1626,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/noderiv/CMAESOptimizer.java,794,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/noderiv/MultiDirectionalSimplex.java,80,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/noderiv/NelderMeadSimplex.java,134,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/noderiv/PowellOptimizer.java,152,0,0
src/main/java/org/apache/commons/math4/optim/nonlinear/scalar/noderiv/SimplexOptimizer.java,91,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/moment/FirstMoment.java,64,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/moment/FourthMoment.java,53,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/moment/GeometricMean.java,77,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/moment/Kurtosis.java,93,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/moment/Mean.java,94,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/moment/SecondMoment.java,46,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/moment/SemiVariance.java,111,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/moment/Skewness.java,93,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/moment/StandardDeviation.java,77,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/moment/ThirdMoment.java,52,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/moment/Variance.java,187,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/moment/VectorialCovariance.java,89,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/moment/VectorialMean.java,53,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/rank/Max.java,66,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/rank/Median.java,33,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/rank/Min.java,66,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/rank/Percentile.java,379,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/rank/PSquarePercentile.java,447,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/summary/Product.java,80,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/summary/Sum.java,76,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/summary/SumOfLogs.java,63,0,0
src/main/java/org/apache/commons/math4/stat/descriptive/summary/SumOfSquares.java,62,0,0
src/userguide/java/org/apache/commons/math4/userguide/ClusterAlgorithmComparison.java,249,0,0
src/userguide/java/org/apache/commons/math4/userguide/ExampleUtils.java,76,0,0
src/userguide/java/org/apache/commons/math4/userguide/FastMathTestPerformance.java,1010,0,0
src/userguide/java/org/apache/commons/math4/userguide/IntegerDistributionComparison.java,179,0,0
src/userguide/java/org/apache/commons/math4/userguide/LowDiscrepancyGeneratorComparison.java,188,0,0
src/userguide/java/org/apache/commons/math4/userguide/RealDistributionComparison.java,241,0,0
src/userguide/java/org/apache/commons/math4/userguide/clustering/ImageClusteringExample.java,142,0,0
src/userguide/java/org/apache/commons/math4/userguide/filter/CannonballExample.java,209,0,0
src/userguide/java/org/apache/commons/math4/userguide/filter/ConstantVoltageExample.java,153,0,0
src/userguide/java/org/apache/commons/math4/userguide/genetics/HelloWorldExample.java,125,0,0
src/userguide/java/org/apache/commons/math4/userguide/genetics/ImageEvolutionExample.java,143,0,0
src/userguide/java/org/apache/commons/math4/userguide/genetics/Polygon.java,57,0,0
src/userguide/java/org/apache/commons/math4/userguide/genetics/PolygonChromosome.java,78,0,0
src/userguide/java/org/apache/commons/math4/userguide/genetics/RandomPolygonMutation.java,25,0,0
src/userguide/java/org/apache/commons/math4/userguide/geometry/GeometryExample.java,198,0,0
src/userguide/java/org/apache/commons/math4/userguide/rng/RandomNumberGeneratorBenchmark.java,96,0,0
src/userguide/java/org/apache/commons/math4/userguide/sofm/ChineseRings.java,61,0,0
src/userguide/java/org/apache/commons/math4/userguide/sofm/ChineseRingsClassifier.java,195,0,0
